2017-01-15	2	192690
2017-01-15	4	28672
2017-01-15	5	189256
2017-01-15	40000001	77
2017-01-15	40000003	176
2017-01-15	40000006	62
2017-01-16	1	47839
2017-01-16	2	129844
2017-01-16	4	25569
2017-01-16	5	188746
2017-01-16	20000093	30
2017-01-16	40000001	65
2017-01-16	40000003	301
2017-01-16	40000006	141
2017-01-17	1	45137
2017-01-17	2	175167
2017-01-17	4	21859
2017-01-17	5	158078
2017-01-17	20000093	10
2017-01-17	40000001	19
2017-01-17	40000003	4
2017-01-17	40000006	10
2017-01-18	1	62440
2017-01-18	2	162412
2017-01-18	4	24024
2017-01-18	5	179427
2017-01-18	40000001	40
2017-01-18	40000006	52
2017-01-19	1	49090
2017-01-19	2	133572
2017-01-19	4	20433
2017-01-19	5	180664
2017-01-19	20000093	40
2017-01-19	40000001	53
2017-01-19	40000006	98
2017-01-20	1	49528
2017-01-20	2	138809
2017-01-20	4	29329
2017-01-20	5	180968
2017-01-20	40000001	38
2017-01-20	40000006	669
2017-01-21	1	47872
2017-01-21	2	142160
2017-01-21	4	36050
2017-01-21	5	182491
2017-01-21	20000093	10
2017-01-21	40000001	58
2017-01-21	40000006	72
2017-01-22	1	47097
2017-01-22	2	152299
2017-01-22	4	30515
2017-01-22	5	183268
2017-01-22	20000093	20
2017-01-22	40000001	33
2017-01-22	40000006	253
2017-01-23	1	45677
2017-01-23	2	119664
2017-01-23	4	24405
2017-01-23	5	181385
2017-01-23	40000001	35
2017-01-23	40000006	207
2017-01-24	1	60406
2017-01-24	2	2406692
2017-01-24	4	38287
2017-01-24	5	163503
2017-01-24	20000093	20
2017-01-24	40000001	75
2017-01-24	40000006	784
2017-01-24	40000017	57520
2017-01-25	1	51895
2017-01-25	2	1052531
2017-01-25	4	28365
2017-01-25	5	159899
2017-01-25	20000093	10
2017-01-25	40000001	87
2017-01-25	40000006	378
2017-01-25	40000017	32177
2017-01-26	1	48684
2017-01-26	2	623318
2017-01-26	4	22851
2017-01-26	5	157135
2017-01-26	40000001	68
2017-01-26	40000006	179
2017-01-26	40000017	28478
2017-01-27	1	51403
2017-01-27	2	1098075
2017-01-27	4	41836
2017-01-27	5	133971
2017-01-27	20000093	10
2017-01-27	40000001	75
2017-01-27	40000006	372
2017-01-27	40000017	112770
2017-01-28	1	47895
2017-01-28	2	847430
2017-01-28	4	46629
2017-01-28	5	145033
2017-01-28	40000001	63
2017-01-28	40000006	83
2017-01-28	40000017	76607
2017-01-29	1	47141
2017-01-29	2	627084
2017-01-29	4	31006
2017-01-29	5	140554
2017-01-29	40000001	37
2017-01-29	40000006	149
2017-01-29	40000017	47162
2017-01-30	1	45951
2017-01-30	2	493693
2017-01-30	4	33817
2017-01-30	5	144230
2017-01-30	40000001	18
2017-01-30	40000006	297
2017-01-30	40000017	43590
2017-01-31	1	44573
2017-01-31	2	351331
2017-01-31	4	26904
2017-01-31	5	146272
2017-01-31	40000001	26
2017-01-31	40000006	62
2017-01-31	40000017	31752
2017-02-01	1	43582
2017-02-01	2	412356
2017-02-01	4	35563
2017-02-01	5	145730
2017-02-01	40000001	56
2017-02-01	40000006	494
2017-02-01	40000017	42094
2017-02-02	1	42272
2017-02-02	2	364871
2017-02-02	4	46205
2017-02-02	5	149366
2017-02-02	40000001	69
2017-02-02	40000006	73
2017-02-02	40000017	33188
2017-02-03	1	41132
2017-02-03	2	299702
2017-02-03	4	31938
2017-02-03	5	155443
2017-02-03	40000001	53
2017-02-03	40000006	208
2017-02-03	40000017	33749
2017-02-04	1	41841
2017-02-04	2	314897
2017-02-04	4	27232
2017-02-04	5	159119
2017-02-04	20000093	10
2017-02-04	40000001	44
2017-02-04	40000006	228
2017-02-04	40000017	34709
2017-02-05	1	41824
2017-02-05	2	347815
2017-02-05	4	38749
2017-02-05	5	164072
2017-02-05	20000093	10
2017-02-05	40000001	29
2017-02-05	40000006	292
2017-02-05	40000017	38703
2017-02-06	1	40825
2017-02-06	2	258580
2017-02-06	4	24105
2017-02-06	5	164341
2017-02-06	40000001	10
2017-02-06	40000006	27
2017-02-06	40000017	1968
2017-02-07	1	41771
2017-02-07	2	251088
2017-02-07	4	20913
2017-02-07	5	168549
2017-02-07	40000001	10
2017-02-07	40000006	250
2017-02-07	40000017	688
2017-02-08	1	42128
2017-02-08	2	215782
2017-02-08	4	22502
2017-02-08	5	170542
2017-02-08	20000093	10
2017-02-08	40000001	23
2017-02-08	40000006	160
2017-02-08	40000017	479
2017-02-09	1	41450
2017-02-09	2	204831
2017-02-09	4	23810
2017-02-09	5	171547
2017-02-09	20000093	20
2017-02-09	40000001	31
2017-02-09	40000006	169
2017-02-09	40000017	461
2017-02-10	1	66230
2017-02-10	2	868013
2017-02-10	4	34585
2017-02-10	5	160478
2017-02-10	40000001	32
2017-02-10	40000006	77
2017-02-10	40000017	539
2017-02-11	1	50046
2017-02-11	2	800088
2017-02-11	4	27859
2017-02-11	5	167126
2017-02-11	20000093	10
2017-02-11	40000001	14
2017-02-11	40000006	118
2017-02-11	40000017	545
2017-02-12	1	42872
2017-02-12	2	384227
2017-02-12	4	22101
2017-02-12	5	166686
2017-02-12	40000001	14
2017-02-12	40000006	81
2017-02-12	40000017	315
2017-02-13	1	34731
2017-02-13	2	336542
2017-02-13	4	23223
2017-02-13	5	157173
2017-02-13	40000001	33
2017-02-13	40000006	64
2017-02-13	40000017	265
2017-02-14	1	33615
2017-02-14	2	421689
2017-02-14	4	23147
2017-02-14	5	153298
2017-02-14	40000001	3
2017-02-14	40000006	203
2017-02-14	40000017	84
2017-02-15	1	31138
2017-02-15	2	269708
2017-02-15	4	22874
2017-02-15	5	153819
2017-02-15	40000001	5
2017-02-15	40000006	4
2017-02-15	40000017	167
2017-02-16	1	31892
2017-02-16	2	252708
2017-02-16	4	17403
2017-02-16	5	154876
2017-02-16	40000001	6
2017-02-16	40000017	39
2017-02-17	1	35727
2017-02-17	2	221326
2017-02-17	4	17194
2017-02-17	5	156989
2017-02-17	40000001	8
2017-02-17	40000006	10
2017-02-17	40000017	134
2017-02-18	1	59019
2017-02-18	2	280392
2017-02-18	4	24493
2017-02-18	5	161590
2017-02-18	40000001	9
2017-02-18	40000006	220
2017-02-18	40000017	152
2017-02-19	1	45983
2017-02-19	2	303756
2017-02-19	4	23543
2017-02-19	5	161336
2017-02-19	40000001	6
2017-02-19	40000006	77
2017-02-19	40000017	195
2017-02-20	1	37304
2017-02-20	2	221249
2017-02-20	4	21895
2017-02-20	5	146319
2017-02-20	40000001	9
2017-02-20	40000006	144
2017-02-20	40000017	28
2017-02-21	1	34930
2017-02-21	2	185554
2017-02-21	4	21577
2017-02-21	5	144055
2017-02-21	40000001	5
2017-02-21	40000006	148
2017-02-21	40000017	18
2017-02-22	1	35554
2017-02-22	2	176960
2017-02-22	4	19165
2017-02-22	5	147304
2017-02-22	40000001	21
2017-02-22	40000017	66
2017-02-23	1	33377
2017-02-23	2	165676
2017-02-23	4	19992
2017-02-23	5	142098
2017-02-23	20000093	10
2017-02-23	40000001	7
2017-02-23	40000017	147
